DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
201610185,06/19/2020 12:00:00 AM,06/19/2020 12:00:00 AM,125,16,Foothill,1657,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 0913 0602,17,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,10100    MOUNTAIR                     AV,,34.2523,-118.2932
200611580,06/20/2020 12:00:00 AM,06/19/2020 12:00:00 AM,2210,6,Hollywood,656,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2004 0329 1609 1300,65,M,O,101,STREET,,,AO,Adult Other,740,,,,LELAND,SANTA MONICA,34.0889,-118.3277
201100674,06/20/2020 12:00:00 AM,06/19/2020 12:00:00 AM,1400,11,Northeast,1181,1,310,BURGLARY,0344 1609 1402 0907,36,F,W,405,CLOTHING STORE,,,AA,Adult Arrest,310,998,,,2100 W  SUNSET                       BL,,34.0808,-118.2655
201610213,06/20/2020 12:00:00 AM,06/19/2020 12:00:00 AM,2200,16,Foothill,1684,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 0913 1202 2021,60,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,7800    SIMPSON                      AV,,34.2121,-118.3889
200211564,06/19/2020 12:00:00 AM,06/19/2020 12:00:00 AM,300,2,Rampart,211,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1307 0329,19,X,X,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,CLINTON                      ST,VERMONT                      AV,34.0818,-118.2917
201812978,06/23/2020 12:00:00 AM,06/19/2020 12:00:00 AM,1500,18,Southeast,1832,2,624,BATTERY - SIMPLE ASSAULT,0913 0603 0342 0416,24,F,H,103,ALLEY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,10600 S  MAIN                         ST,,33.9402,-118.2739
201511520,06/19/2020 12:00:00 AM,06/19/2020 12:00:00 AM,150,15,N Hollywood,1527,2,624,BATTERY - SIMPLE ASSAULT,0416 1822,21,M,O,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,VICTORY                      BL,VINELAND                     AV,34.1867,-118.3703
210710179,06/21/2021 12:00:00 AM,06/19/2021 12:00:00 AM,2115,7,Wilshire,711,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,36,F,B,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,8500    BEVERLY                      BL,,34.0782,-118.3695
210710005,06/20/2021 12:00:00 AM,06/19/2021 12:00:00 AM,1800,7,Wilshire,764,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 1300 0329,38,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,1400    MEADOWBROOK                  AV,,34.0476,-118.3506
210112252,06/22/2021 12:00:00 AM,06/19/2021 12:00:00 AM,1530,1,Central,132,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,443,48,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,AO,Adult Other,930,,,,800 W  1ST                          ST,,34.0571,-118.2508
210709991,06/19/2021 12:00:00 AM,06/19/2021 12:00:00 AM,1300,7,Wilshire,723,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329,43,M,A,719,MEDICAL/DENTAL OFFICES,,,IC,Invest Cont,740,,,,8200 W  3RD                          ST,,34.0724,-118.368
210409829,06/19/2021 12:00:00 AM,06/19/2021 12:00:00 AM,1100,4,Hollenbeck,417,2,624,BATTERY - SIMPLE ASSAULT,0400 0913 0444,59,M,H,504,OTHER RESIDENCE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,2600    LINCOLN PARK                 AV,,34.0769,-118.2028
211709802,06/20/2021 12:00:00 AM,06/19/2021 12:00:00 AM,2030,17,Devonshire,1768,1,330,BURGLARY FROM VEHICLE,0344 1609,57,F,W,101,STREET,,,IC,Invest Cont,330,,,,9600    TEXHOMA                      AV,,34.2449,-118.5167
220710620,06/20/2022 12:00:00 AM,06/19/2022 12:00:00 AM,1830,7,Wilshire,763,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,21,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,740,,,,5700 W  PICO                         BL,,34.0507,-118.3625
220114643,06/20/2022 12:00:00 AM,06/19/2022 12:00:00 AM,2200,1,Central,162,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1822 1300 0385 0397 1602 1414,26,F,W,108,PARKING LOT,,,IC,Invest Cont,331,,,,600 W  8TH                          ST,,34.0459,-118.2579
221511390,06/20/2022 12:00:00 AM,06/19/2022 12:00:00 AM,1800,15,N Hollywood,1563,1,330,BURGLARY FROM VEHICLE,1300 0344 1822 0329 1307,32,M,W,102,SIDEWALK,,,IC,Invest Cont,330,,,,11400    SARAH                        ST,,34.1537,-118.379
221313134,06/19/2022 12:00:00 AM,06/19/2022 12:00:00 AM,1435,13,Newton,1361,1,210,ROBBERY,2002 0448 0336 0446 1822 2004,32,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,,,,BROADWAY,46TH                         ST,34.002,-118.2783
220613373,07/18/2022 12:00:00 AM,06/19/2022 12:00:00 AM,1700,6,Hollywood,663,1,330,BURGLARY FROM VEHICLE,1402 1300 1601 1822 0344,36,F,H,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330,998,,,6600    SANTA MONICA                 BL,,34.0907,-118.3332
221511383,06/20/2022 12:00:00 AM,06/19/2022 12:00:00 AM,2010,15,N Hollywood,1566,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 0344 0321 1822,21,F,B,504,OTHER RESIDENCE,,,IC,Invest Cont,420,,,,4300    VINELAND                     AV,,34.1481,-118.3702
220313554,07/11/2022 12:00:00 AM,06/19/2022 12:00:00 AM,1600,3,Southwest,362,2,354,THEFT OF IDENTITY,0100 0922,33,M,B,602,BANK,,,IC,Invest Cont,354,,,,4600    COLISEUM                     ST,,34.0169,-118.3472
221609944,06/19/2022 12:00:00 AM,06/19/2022 12:00:00 AM,2240,16,Foothill,1621,1,761,BRANDISH WEAPON,0334 1822,43,F,H,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,761,,,,VAN NUYS                     BL,LAUREL CANYON                BL,34.2588,-118.4321
230114491,06/19/2023 12:00:00 AM,06/19/2023 12:00:00 AM,1830,1,Central,182,1,210,ROBBERY,0344 0400 1822 0444 0431,38,M,O,102,SIDEWALK,512,MACE/PEPPER SPRAY,IC,Invest Cont,210,,,,1100 S  GRAND                        AV,,34.0415,-118.262
231600700,06/19/2023 12:00:00 AM,06/19/2023 12:00:00 AM,445,16,Foothill,1676,1,310,BURGLARY,1609 0344 1402,28,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,310,998,,,8400    GLENOAKS                     BL,,34.2268,-118.3631
231412746,06/20/2023 12:00:00 AM,06/19/2023 12:00:00 AM,1119,14,Pacific,1464,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,48,F,A,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,13000    DISCOVERY CREEK,,33.9729,-118.4209
230612458,07/12/2023 12:00:00 AM,06/19/2023 12:00:00 AM,1,6,Hollywood,625,1,310,BURGLARY,1822 1601 1606 0344,23,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,2000 N  LAS PALMAS                   AV,,34.1131,-118.341
230114500,06/19/2023 12:00:00 AM,06/19/2023 12:00:00 AM,2000,1,Central,119,2,624,BATTERY - SIMPLE ASSAULT,0400 1822 0416 0910,20,M,H,210,RESTAURANT/FAST FOOD,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
230600754,06/19/2023 12:00:00 AM,06/19/2023 12:00:00 AM,910,6,Hollywood,657,1,761,BRANDISH WEAPON,1402 1822 0400 0432 0443 0334,19,M,O,108,PARKING LOT,511,VERBAL THREAT,IC,Invest Cont,761,930,998,,900 N  WESTERN                      AV,,34.0875,-118.3092
230711064,06/19/2023 12:00:00 AM,06/19/2023 12:00:00 AM,2145,7,Wilshire,719,2,888,TRESPASSING,1822 0358 2034,44,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,888,,,,500 N  ROSSMORE                     AV,,34.079,-118.3273
231910682,06/19/2023 12:00:00 AM,06/19/2023 12:00:00 AM,1730,19,Mission,1971,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 0448 0913,39,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,15500    NORDHOFF                     ST,,34.2356,-118.4698
232011784,06/19/2023 12:00:00 AM,06/19/2023 12:00:00 AM,2030,20,Olympic,2025,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0329 1240 2000 0913 0422 1276 1814 0448 0432 1203,34,F,H,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,300 S  KENMORE                      AV,,34.0672,-118.2985
231110372,06/21/2023 12:00:00 AM,06/19/2023 12:00:00 AM,400,11,Northeast,1143,1,480,BIKE - STOLEN,344,51,M,W,121,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,480,,,,2400    LYRIC                        AV,,34.1044,-118.2755
231609491,06/25/2023 12:00:00 AM,06/19/2023 12:00:00 AM,300,16,Foothill,1675,1,310,BURGLARY,1202 0344 1605,66,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,,8900    GLENOAKS                     BL,,34.2308,-118.3674
201110639,06/20/2020 12:00:00 AM,06/20/2020 12:00:00 AM,700,11,Northeast,1159,1,480,BIKE - STOLEN,0344 0397,42,M,H,121,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,480,,,,100    SYCAMORE PARK                DR,,34.0994,-118.2035
200911381,06/22/2020 12:00:00 AM,06/20/2020 12:00:00 AM,2130,9,Van Nuys,931,2,624,BATTERY - SIMPLE ASSAULT,416,15,F,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,6300 N  SEPULVEDA                    BL,,34.1841,-118.4693
200911608,06/26/2020 12:00:00 AM,06/20/2020 12:00:00 AM,300,9,Van Nuys,926,2,354,THEFT OF IDENTITY,0377 0930 1822,32,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,14400    KITTRIDGE                    ST,,34.1907,-118.4479
200113726,06/21/2020 12:00:00 AM,06/20/2020 12:00:00 AM,2230,1,Central,138,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1307 0329,30,M,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,200 S  LOS ANGELES                  ST,,34.0485,-118.2448
201911199,06/20/2020 12:00:00 AM,06/20/2020 12:00:00 AM,2130,19,Mission,1909,2,624,BATTERY - SIMPLE ASSAULT,0416 0913 1817 0554 0429,54,M,O,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,12700    RAJAH                        ST,,34.3196,-118.4101
200811371,06/30/2020 12:00:00 AM,06/20/2020 12:00:00 AM,1200,8,West LA,826,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0913 0354 1814,70,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,341,,,,100 S  KENTER                       AV,,34.058,-118.4778
202111374,07/08/2020 12:00:00 AM,06/20/2020 12:00:00 AM,1400,21,Topanga,2111,2,354,THEFT OF IDENTITY,0930 0929 1822,51,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,23100    JONATHAN                     ST,,34.2175,-118.6311
201812843,06/20/2020 12:00:00 AM,06/20/2020 12:00:00 AM,853,18,Southeast,1829,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",2000 0913 1814 1906,33,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956,,,,10200    JUNIPER                      ST,,33.9439,-118.2326
201312621,06/21/2020 12:00:00 AM,06/20/2020 12:00:00 AM,1900,13,Newton,1331,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1218,34,M,H,101,STREET,,,IC,Invest Cont,440,,,,31ST                         ST,HOPE                         ST,34.0231,-118.2764
200312980,06/21/2020 12:00:00 AM,06/20/2020 12:00:00 AM,1500,3,Southwest,395,1,210,ROBBERY,0443 1822 0216 0344,28,F,B,102,SIDEWALK,511,VERBAL THREAT,IC,Invest Cont,210,,,,GRAMERCY,MARTIN LUTHER KING JR,34.0109,-118.3138
210810852,06/24/2021 12:00:00 AM,06/20/2021 12:00:00 AM,1400,8,West LA,802,1,310,BURGLARY,1822 0344 1300,42,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,310,,,,14700    MCKENDREE                    AV,,34.0513,-118.5199
211500796,06/21/2021 12:00:00 AM,06/20/2021 12:00:00 AM,1855,15,N Hollywood,1549,1,761,BRANDISH WEAPON,0334 1402 2004 0910 2003 2002 1822,34,M,B,868,MTA - ORANGE LINE - NORTH HOLLYWOOD,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,761,,,,5300    LANKERSHIM                   BL,,34.172,-118.3789
211110406,07/04/2021 12:00:00 AM,06/20/2021 12:00:00 AM,1725,11,Northeast,1125,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,41,F,O,217,AUTO REPAIR SHOP,,,IC,Invest Cont,745,,,,4600    YORK                         BL,,34.1231,-118.2156
211414004,06/26/2021 12:00:00 AM,06/20/2021 12:00:00 AM,2210,14,Pacific,1445,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1300,34,M,W,104,DRIVEWAY,,,IC,Invest Cont,420,,,,12600    MITCHELL                     AV,,33.998,-118.4354
210910710,06/20/2021 12:00:00 AM,06/20/2021 12:00:00 AM,5,9,Van Nuys,938,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 0400,32,M,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,13300    HATTERAS                     ST,,34.1758,-118.4231
211109907,06/21/2021 12:00:00 AM,06/20/2021 12:00:00 AM,2330,11,Northeast,1129,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0913 1814 0416,36,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,6800    ELGIN                        ST,,34.1149,-118.1732
220910597,06/21/2022 12:00:00 AM,06/20/2022 12:00:00 AM,1100,9,Van Nuys,998,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,53,F,W,504,OTHER RESIDENCE,,,IC,Invest Cont,440,,,,4200    FULTON                       AV,,34.1466,-118.4225
220910585,06/21/2022 12:00:00 AM,06/20/2022 12:00:00 AM,1600,9,Van Nuys,937,1,310,BURGLARY,0321 0344 1606 1414,36,M,O,220,NAIL SALON,,,IC,Invest Cont,310,,,,13700    VICTORY                      BL,,34.1867,-118.4313
220118628,08/19/2022 12:00:00 AM,06/20/2022 12:00:00 AM,1200,1,Central,119,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906 1822 0917 0910,42,F,H,203,OTHER BUSINESS,,,IC,Invest Cont,956,,,,00    GATEWAY PLZ,,34.0547,-118.2335
220710663,06/21/2022 12:00:00 AM,06/20/2022 12:00:00 AM,2130,7,Wilshire,769,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0417 0334 0913,25,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",200,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,230,,,,1300    ARLINGTON                    AV,,34.0454,-118.3207
220711183,07/02/2022 12:00:00 AM,06/20/2022 12:00:00 AM,1230,7,Wilshire,732,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,37,M,H,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,440,,,,6200    WILSHIRE                     BL,,34.0665,-118.3662
220114600,06/20/2022 12:00:00 AM,06/20/2022 12:00:00 AM,1100,1,Central,111,2,624,BATTERY - SIMPLE ASSAULT,0448 1822 0340 0345,46,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,400    GIN LING                     WY,,34.0652,-118.2369
220710619,06/20/2022 12:00:00 AM,06/20/2022 12:00:00 AM,545,7,Wilshire,752,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0329 0344,53,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",312,PIPE/METAL PIPE,IC,Invest Cont,440,,,,1200 S  ORLANDO                      AV,,34.0551,-118.3739
231505086,01/28/2023 12:00:00 AM,06/20/2022 12:00:00 AM,1000,15,N Hollywood,1596,2,354,THEFT OF IDENTITY,0928 1822,63,F,C,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,10900    FRUITLAND                    DR,,34.1385,-118.3681
232011837,06/20/2023 12:00:00 AM,06/20/2023 12:00:00 AM,110,20,Olympic,2025,2,354,THEFT OF IDENTITY,0100 0928 0930 1822,23,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,300 S  ALEXANDRIA                   AV,,34.069,-118.2979
230114530,06/20/2023 12:00:00 AM,06/20/2023 12:00:00 AM,1400,1,Central,138,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 0421 1912,33,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,IC,Invest Cont,930,,,,200 E  2ND                          ST,,34.0503,-118.2434
231511263,06/20/2023 12:00:00 AM,06/20/2023 12:00:00 AM,1800,15,N Hollywood,1533,1,310,BURGLARY,1607 0344 0321,37,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,11800    BURBANK                      BL,,34.1751,-118.3943
230312459,06/20/2023 12:00:00 AM,06/20/2023 12:00:00 AM,1205,3,Southwest,357,2,624,BATTERY - SIMPLE ASSAULT,1236 0416 0446 1309,43,M,W,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,3600 S  VERMONT                      AV,,34.0219,-118.2959
200911470,06/24/2020 12:00:00 AM,06/21/2020 12:00:00 AM,1300,9,Van Nuys,948,2,624,BATTERY - SIMPLE ASSAULT,0416 0446 0601,57,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,5700    BUFFALO                      AV,,34.1739,-118.4301
201312669,06/21/2020 12:00:00 AM,06/21/2020 12:00:00 AM,1700,13,Newton,1377,2,624,BATTERY - SIMPLE ASSAULT,0400 0344 0913,23,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,1500 E  54TH                         ST,,33.9939,-118.2478
210918169,12/29/2021 12:00:00 AM,06/21/2020 12:00:00 AM,1,9,Van Nuys,943,2,354,THEFT OF IDENTITY,0930 1822,31,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,14200    TIARA                        ST,,34.1785,-118.4443
200313016,06/22/2020 12:00:00 AM,06/21/2020 12:00:00 AM,1800,3,Southwest,361,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0432 2000 1814 0913 0408 1309,37,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,3900    STEVELY                      AV,,34.0163,-118.3536
211009333,06/22/2021 12:00:00 AM,06/21/2021 12:00:00 AM,900,10,West Valley,1004,2,354,THEFT OF IDENTITY,1822 0929,39,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,7600    RESEDA                       BL,,34.2084,-118.536
212010664,06/21/2021 12:00:00 AM,06/21/2021 12:00:00 AM,1640,20,Olympic,2054,1,210,ROBBERY,1822 0342 0344 0448 0445 0416 0906,14,M,H,109,PARK/PLAYGROUND,311,HAMMER,IC,Invest Cont,210,,,,NORMANDIE,SAN MARINO,34.0545,-118.3009
211413800,06/22/2021 12:00:00 AM,06/21/2021 12:00:00 AM,445,14,Pacific,1435,1,480,BIKE - STOLEN,0400 0397,39,M,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,480,,,,3500 S  CENTINELA                    AV,,34.0102,-118.4385
211009282,06/21/2021 12:00:00 AM,06/21/2021 12:00:00 AM,100,10,West Valley,1029,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 0445 0913 1817 0416,37,M,H,102,SIDEWALK,304,CLUB/BAT,AA,Adult Arrest,230,,,,15900    HART                         ST,,34.1975,-118.4801
210409868,06/21/2021 12:00:00 AM,06/21/2021 12:00:00 AM,140,4,Hollenbeck,457,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0906 0371 0450 1259,15,M,H,101,STREET,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,230,,,,2900 E  CESAR E CHAVEZ               AV,,34.0469,-118.2032
211608947,06/22/2021 12:00:00 AM,06/21/2021 12:00:00 AM,1430,16,Foothill,1617,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,56,M,H,109,PARK/PLAYGROUND,,,IC,Invest Cont,740,,,,8600    FOOTHILL                     BL,,34.2724,-118.3243
211812340,06/21/2021 12:00:00 AM,06/21/2021 12:00:00 AM,745,18,Southeast,1851,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1402 0329 0445 0416 2004,57,M,B,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,230,998,,,700 W  EL SEGUNDO                   BL,,33.9164,-118.2874
210911002,06/28/2021 12:00:00 AM,06/21/2021 12:00:00 AM,1100,9,Van Nuys,916,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394 1822,38,M,O,119,"PORCH, RESIDENTIAL",,,IC,Invest Cont,440,,,,6800    WOODMAN                      AV,,34.1976,-118.4356
210611729,06/24/2021 12:00:00 AM,06/21/2021 12:00:00 AM,1900,6,Hollywood,638,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329 1300,36,M,W,101,STREET,,,IC,Invest Cont,740,,,,5600    FRANKLIN                     AV,,34.1054,-118.3115
210210962,06/22/2021 12:00:00 AM,06/21/2021 12:00:00 AM,1815,2,Rampart,299,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 1300 0329 0417,42,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,1400    OAK                          ST,,34.0402,-118.2749
211812421,06/22/2021 12:00:00 AM,06/21/2021 12:00:00 AM,2330,18,Southeast,1841,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1300 1202 0913 0329,76,M,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,600 W  107TH                        ST,,33.9391,-118.287
210112202,06/21/2021 12:00:00 AM,06/21/2021 12:00:00 AM,1245,1,Central,148,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1402 1218 2004 1414 0312 1822 2060,63,M,O,101,STREET,308,STICK,AO,Adult Other,230,998,,,5TH                          ST,CROCKER,34.0435,-118.2427
221911090,06/21/2022 12:00:00 AM,06/21/2022 12:00:00 AM,2330,19,Mission,1977,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 0416 0334 1822,17,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,230,,,,SNOWDEN,CHASE,34.2286,-118.4332
221412744,06/21/2022 12:00:00 AM,06/21/2022 12:00:00 AM,1,14,Pacific,1403,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,400,22,F,O,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,JASMINE                      AV,WASHINGTON                   BL,34.0301,-118.4272
220910689,06/23/2022 12:00:00 AM,06/21/2022 12:00:00 AM,1745,9,Van Nuys,914,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307 1300,43,M,H,108,PARKING LOT,,,IC,Invest Cont,740,,,,7100 N  SEPULVEDA                    BL,,34.1993,-118.4662
221214765,06/21/2022 12:00:00 AM,06/21/2022 12:00:00 AM,1630,12,77th Street,1239,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),385,28,F,H,108,PARKING LOT,,,IC,Invest Cont,331,,,,5800 S  VERMONT                      AV,,33.9856,-118.2915
221609705,06/21/2022 12:00:00 AM,06/21/2022 12:00:00 AM,900,16,Foothill,1668,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,62,M,W,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,FOOTHILL                     BL,MOUNTAIR                     AV,34.2513,-118.2932
221412927,06/24/2022 12:00:00 AM,06/21/2022 12:00:00 AM,200,14,Pacific,1485,1,310,BURGLARY,0344 1601,44,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,310,,,,6400 W  87TH                         PL,,33.9578,-118.3988
220410093,06/21/2022 12:00:00 AM,06/21/2022 12:00:00 AM,1400,4,Hollenbeck,477,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 0400 1813 0913,43,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,2700    GUIRADO                      ST,,34.0344,-118.2111
